id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
,536,67,2919,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,537,68,2944,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,538,69,2969,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,539,70,2945,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,540,71,2970,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,541,72,2995,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,542,73,2972,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,543,74,2997,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,544,75,2974,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,545,76,2951,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,546,77,2928,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,547,78,2952,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,548,79,2927,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,549,80,2951,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,550,81,2975,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,551,82,2951,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,552,83,2927,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,553,84,2927,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,554,85,2903,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,555,86,2924,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,556,87,2898,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,557,88,2870,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,558,89,2842,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,559,90,2815,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,560,91,2836,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,561,92,2858,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,562,93,2832,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,563,94,2809,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,564,95,2785,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,565,96,2808,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,566,97,2831,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,567,98,2831,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,568,99,2806,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,569,100,2781,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,570,101,2758,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,571,102,2783,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,572,103,2807,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,573,104,2832,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,574,105,2809,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,575,106,2786,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,576,107,2762,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,577,108,2785,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,578,109,2760,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,579,110,2782,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,580,111,2782,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,581,112,2756,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,582,113,2779,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,583,114,2801,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,584,115,2779,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,585,116,2756,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,586,117,2729,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,587,118,2705,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,588,119,2726,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,589,120,2748,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,590,121,2724,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,591,122,2699,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,592,123,2673,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,593,124,2649,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,594,125,2624,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,595,126,2601,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,596,127,2575,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,597,128,2600,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,598,129,2575,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,599,130,2600,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,600,131,2627,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,601,132,2651,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,602,133,2630,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,603,134,2652,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,604,135,2678,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,605,136,2654,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,606,137,2631,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,607,138,2658,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,608,139,2679,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,609,140,2705,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
,610,141,2725,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,9,92380492-5303-4dab-9abd-20a64e1cdbab
