id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
,1,1,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,2,2,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,3,3,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,4,4,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,5,5,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,6,6,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,7,7,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,8,8,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,9,9,0,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,10,10,2636,PLACEMENT,1,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,11,11,2701,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,12,12,2757,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,13,13,2713,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,14,14,2758,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,15,15,2718,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,16,16,2688,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,17,17,2724,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,18,18,2692,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,19,19,2664,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,20,20,2703,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,21,21,2703,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,22,22,2727,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,23,23,2755,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,24,24,2780,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,25,25,2759,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,26,26,2783,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,27,27,2756,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,28,28,2779,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,29,29,2758,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,30,30,2735,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,31,31,2735,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,32,32,2711,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,33,33,2732,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,34,34,2754,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,35,35,2727,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,36,36,2704,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,37,37,2726,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,38,38,2749,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,39,39,2777,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,40,40,2750,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,41,41,2774,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,42,42,2799,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,43,43,2777,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,44,44,2799,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,45,45,2775,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,46,46,2749,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,47,47,2774,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,48,48,2797,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,49,49,2773,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,50,50,2795,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,51,51,2772,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,52,52,2749,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,53,53,2769,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,54,54,2787,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,55,55,2812,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,56,56,2835,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,57,57,2812,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,58,58,2789,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,59,59,2764,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,60,60,2739,DISCONNECT,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,61,61,2712,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,62,62,2741,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,63,63,2721,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,64,64,2692,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,65,65,2717,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,66,66,2742,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,67,67,2765,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,68,68,2741,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,69,69,2717,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,70,70,2692,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,71,71,2717,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,72,72,2740,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,73,73,2768,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,74,74,2790,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,75,75,2815,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,76,76,2791,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,77,77,2769,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,78,78,2794,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,79,79,2820,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,80,80,2846,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,81,81,2824,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,82,82,2801,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,83,83,2777,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,84,84,2803,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,85,85,2782,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,86,86,2804,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,87,87,2778,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,88,88,2751,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,89,89,2773,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,90,90,2794,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,91,91,2771,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,92,92,2795,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,93,93,2818,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,94,94,2842,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,95,95,2842,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,96,96,2821,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,97,97,2797,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,98,98,2770,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,99,99,2792,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,100,100,2769,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,101,101,2783,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,102,102,2761,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,103,103,2780,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,104,104,2751,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,105,105,2769,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,106,106,2742,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,107,107,2717,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,108,108,2698,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,109,109,2721,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,110,110,2694,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,111,111,2716,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,112,112,2740,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,113,113,2761,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,114,114,2740,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,115,115,2713,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,116,116,2738,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,117,117,2762,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,118,118,2739,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,119,119,2768,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,120,120,2747,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,121,121,2728,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,122,122,2750,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,123,123,2728,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,124,124,2761,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,125,125,2740,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,126,126,2718,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,127,127,2740,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,128,128,2716,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,129,129,2692,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,130,130,2720,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,131,131,2741,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,132,132,2762,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,133,133,2785,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,134,134,2762,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,135,135,2740,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,136,136,2765,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,137,137,2786,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,138,138,2808,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,139,139,2780,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,140,140,2804,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,141,141,2776,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,142,142,2800,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,143,143,2821,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,144,144,2801,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,145,145,2778,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,146,146,2754,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,147,147,2779,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,148,148,2800,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,149,149,2823,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,150,150,2801,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,151,151,2774,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,152,152,2797,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,153,153,2772,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,154,154,2746,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,155,155,2765,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,156,156,2792,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,157,157,2768,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,158,158,2747,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,159,159,2722,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,160,160,2743,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,161,161,2714,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,162,162,2687,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
,163,163,2706,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,PRACT1CEACC0UNT,7,92380492-5303-4dab-9abd-20a64e1cdbab
